CIK,REPORT_TYPE,IRS_NUMBER,SEC_FILE_NUMBER,DOC_TYPE,CONFORMED_DATE,FILED_DATE,ACCEPTANCE_DATETIME,PUBLIC_DOCUMENT_COUNT,SEC_ACT,FILM_NUMBER,NUMBER_TRADES,TOTAL_VALUE,OTHER_INCLUDED_MANAGERS_COUNT,IS_CONFIDENTIAL_OMITTED,SIGNATURE_NAME,SIGNATURE_TITLE,SIGNATURE_CITY,SIGNATURE_STATE,AMENDMENT_FLAG,MAIL_STREET_2,BUSINESS_STREET_1,BUSINESS_STATE,COMPANY_NAME,BUSINESS_PHONE,MAIL_CITY,MAIL_STREET_1,STATE_INC,FORMER_COMPANY_NAME,MAIL_ZIP,BUSINESS_CITY,MAIL_STATE,BUSINESS_STREET_2,BUSINESS_ZIP,FISCAL_YEAR_END,STANDARD_INDUSTRIAL_CLASSIFICATION,SEC_FILING_URL,CREATED_AT,UPDATED_AT
1167483,13F HOLDINGS REPORT,134167110,028-10100,13F-HR,2024-03-31,2024-05-15,2024-05-15 14:00:23,2,1934 Act,24949235,41,18296276055,0,,Eric Lane,President &amp; Chief Operating Officer,New York,NY,,35TH FLOOR,9 WEST 57TH STREET,NY,TIGER GLOBAL MANAGEMENT LLC,212-984-8800,NEW YORK,9 WEST 57TH STREET,DE,TIGER TECHNOLOGY MANAGEMENT LLC,10019.0,NEW YORK,NY,35TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1167483/000091957424003172/0000919574-24-003172.txt,2026-03-22 03:24:21.769781,2026-03-22 03:24:21.769781
1167483,13F HOLDINGS REPORT,134167110,028-10100,13F-HR,2023-12-31,2024-02-14,2024-02-14 12:46:23,2,1934 Act,24635147,39,14053201713,0,,Eric Lane,President &amp; Chief Operating Officer,New York,NY,,35TH FLOOR,9 WEST 57TH STREET,NY,TIGER GLOBAL MANAGEMENT LLC,212-984-8800,NEW YORK,9 WEST 57TH STREET,DE,TIGER TECHNOLOGY MANAGEMENT LLC,10019.0,NEW YORK,NY,35TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1167483/000091957424001349/0000919574-24-001349.txt,2026-03-22 03:24:22.639474,2026-03-22 03:24:22.639474
1167483,13F HOLDINGS REPORT,134167110,028-10100,13F-HR,2024-06-30,2024-08-14,2024-08-14 14:06:45,2,1934 Act,241206358,44,21626366513,0,,Eric Lane,President &amp; Chief Operating Officer,New York,NY,,35TH FLOOR,9 WEST 57TH STREET,NY,TIGER GLOBAL MANAGEMENT LLC,212-984-8800,NEW YORK,9 WEST 57TH STREET,DE,TIGER TECHNOLOGY MANAGEMENT LLC,10019.0,NEW YORK,NY,35TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1167483/000091957424004713/0000919574-24-004713.txt,2026-03-22 03:24:23.481252,2026-03-22 03:24:23.481252
1167483,13F HOLDINGS REPORT,134167110,028-10100,13F-HR,2025-03-31,2025-05-15,2025-05-15 14:01:35,2,1934 Act,25951296,45,26593869223,0,,Eric Lane,President &amp; Chief Operating Officer,New York,NY,,35TH FLOOR,9 WEST 57TH STREET,NY,TIGER GLOBAL MANAGEMENT LLC,212-984-8800,NEW YORK,9 WEST 57TH STREET,DE,TIGER TECHNOLOGY MANAGEMENT LLC,10019.0,NEW YORK,NY,35TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1167483/000091957425003217/0000919574-25-003217.txt,2026-03-22 03:24:24.326141,2026-03-22 03:24:24.326141
1167483,13F HOLDINGS REPORT,134167110,028-10100,13F-HR,2024-12-31,2025-02-14,2025-02-14 14:03:24,2,1934 Act,25626513,49,26460223407,0,,Eric Lane,President &amp; Chief Operating Officer,New York,NY,,35TH FLOOR,9 WEST 57TH STREET,NY,TIGER GLOBAL MANAGEMENT LLC,212-984-8800,NEW YORK,9 WEST 57TH STREET,DE,TIGER TECHNOLOGY MANAGEMENT LLC,10019.0,NEW YORK,NY,35TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1167483/000091957425001475/0000919574-25-001475.txt,2026-03-22 03:24:25.184026,2026-03-22 03:24:25.184026
1167483,13F HOLDINGS REPORT,134167110,028-10100,13F-HR,2024-09-30,2024-11-14,2024-11-14 14:44:34,2,1934 Act,241460556,45,23439074898,0,,Eric Lane,President &amp; Chief Operating Officer,New York,NY,,35TH FLOOR,9 WEST 57TH STREET,NY,TIGER GLOBAL MANAGEMENT LLC,212-984-8800,NEW YORK,9 WEST 57TH STREET,DE,TIGER TECHNOLOGY MANAGEMENT LLC,10019.0,NEW YORK,NY,35TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1167483/000091957424006690/0000919574-24-006690.txt,2026-03-22 03:24:26.033411,2026-03-22 03:24:26.033411
1167483,13F HOLDINGS REPORT,134167110,028-10100,13F-HR,2025-06-30,2025-08-14,2025-08-14 14:07:26,2,1934 Act,251217350,50,34081542845,0,,Eric Lane,President &amp; Chief Operating Officer,New York,NY,,35TH FLOOR,9 WEST 57TH STREET,NY,TIGER GLOBAL MANAGEMENT LLC,212-984-8800,NEW YORK,9 WEST 57TH STREET,DE,TIGER TECHNOLOGY MANAGEMENT LLC,10019.0,NEW YORK,NY,35TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1167483/000091957425004870/0000919574-25-004870.txt,2026-03-22 03:24:26.876754,2026-03-22 03:24:26.876754
1167483,13F HOLDINGS REPORT,134167110,028-10100,13F-HR,2025-09-30,2025-11-14,2025-11-14 14:01:57,2,1934 Act,251484305,56,32359754158,0,,Eric Lane,President &amp; Chief Operating Officer,New York,NY,,35TH FLOOR,9 WEST 57TH STREET,NY,TIGER GLOBAL MANAGEMENT LLC,212-984-8800,NEW YORK,9 WEST 57TH STREET,DE,TIGER TECHNOLOGY MANAGEMENT LLC,10019.0,NEW YORK,NY,35TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1167483/000091957425006931/0000919574-25-006931.txt,2026-03-22 03:24:27.729004,2026-03-22 03:24:27.729004
1336528,13F HOLDINGS REPORT,383694136,028-11694,13F-HR,2023-12-31,2024-02-14,2024-02-14 16:55:55,2,1934 Act,24639921,8,10396017618,0,,William A Ackman,"Managing Member of PS Management GP, LLC",New York,NY,,9TH FLOOR,787 11TH AVENUE,NY,"Pershing Square Capital Management, L.P.",212-813-3700,NEW YORK,787 11TH AVENUE,DE,,10019.0,NEW YORK,NY,9TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1336528/000117266124001556/0001172661-24-001556.txt,2026-03-22 03:24:32.307443,2026-03-22 03:24:32.307443
1336528,13F HOLDINGS REPORT,383694136,028-11694,13F-HR,2024-06-30,2024-08-14,2024-08-14 16:00:04,2,1934 Act,241207129,9,10411823523,0,,William A Ackman,"Authorized Signatory of PS Management GP, LLC",New York,NY,,9TH FLOOR,787 11TH AVENUE,NY,"Pershing Square Capital Management, L.P.",212-813-3700,NEW YORK,787 11TH AVENUE,DE,,10019.0,NEW YORK,NY,9TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1336528/000117266124003511/0001172661-24-003511.txt,2026-03-22 03:24:33.166227,2026-03-22 03:24:33.166227
1336528,13F HOLDINGS REPORT,383694136,028-11694,13F-HR,2024-09-30,2024-11-14,2024-11-14 16:17:12,2,1934 Act,241462636,11,12916077581,0,,William A Ackman,Authorized Signatory,New York,NY,,9TH FLOOR,787 11TH AVENUE,NY,"Pershing Square Capital Management, L.P.",212-813-3700,NEW YORK,787 11TH AVENUE,DE,,10019.0,NEW YORK,NY,9TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1336528/000117266124005218/0001172661-24-005218.txt,2026-03-22 03:24:34.018371,2026-03-22 03:24:34.018371
1336528,13F HOLDINGS REPORT,383694136,028-11694,13F-HR,2025-03-31,2025-05-15,2025-05-15 16:03:24,2,1934 Act,25952514,11,11930893008,0,,William A Ackman,Authorized Signatory,New York,NY,,9TH FLOOR,787 11TH AVENUE,NY,"Pershing Square Capital Management, L.P.",212-813-3700,NEW YORK,787 11TH AVENUE,DE,,10019.0,NEW YORK,NY,9TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1336528/000117266125002315/0001172661-25-002315.txt,2026-03-22 03:24:34.875110,2026-03-22 03:24:34.875110
1336528,13F HOLDINGS REPORT,383694136,028-11694,13F-HR,2024-03-31,2024-05-15,2024-05-15 16:17:41,2,1934 Act,24951085,7,10761092093,0,,William A Ackman,"Managing Member of PS Management GP, LLC",New York,NY,,9TH FLOOR,787 11TH AVENUE,NY,"Pershing Square Capital Management, L.P.",212-813-3700,NEW YORK,787 11TH AVENUE,DE,,10019.0,NEW YORK,NY,9TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1336528/000117266124002519/0001172661-24-002519.txt,2026-03-22 03:24:35.724762,2026-03-22 03:24:35.724762
1336528,13F HOLDINGS REPORT,383694136,028-11694,13F-HR,2025-06-30,2025-08-14,2025-08-14 16:31:59,2,1934 Act,251220008,11,13729120533,0,,William A Ackman,Authorized Signatory,New York,NY,,9TH FLOOR,787 11TH AVENUE,NY,"Pershing Square Capital Management, L.P.",212-813-3700,NEW YORK,787 11TH AVENUE,DE,,10019.0,NEW YORK,NY,9TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1336528/000117266125003509/0001172661-25-003509.txt,2026-03-22 03:24:36.569570,2026-03-22 03:24:36.569570
1336528,13F HOLDINGS REPORT,383694136,028-11694,13F-HR,2025-09-30,2025-11-14,2025-11-14 16:09:03,2,1934 Act,251486077,11,14643293767,0,,William A Ackman,Authorized Signatory,New York,NY,,9TH FLOOR,787 11TH AVENUE,NY,"Pershing Square Capital Management, L.P.",212-813-3700,NEW YORK,787 11TH AVENUE,DE,,10019.0,NEW YORK,NY,9TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1336528/000117266125005039/0001172661-25-005039.txt,2026-03-22 03:24:37.436979,2026-03-22 03:24:37.436979
1336528,13F HOLDINGS REPORT,383694136,028-11694,13F-HR,2024-12-31,2025-02-14,2025-02-14 16:02:10,2,1934 Act,25628102,10,12614560346,0,1.0,William A Ackman,Authorized Signatory,New York,NY,,9TH FLOOR,787 11TH AVENUE,NY,"Pershing Square Capital Management, L.P.",212-813-3700,NEW YORK,787 11TH AVENUE,DE,,10019.0,NEW YORK,NY,9TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1336528/000117266125001119/0001172661-25-001119.txt,2026-03-22 03:24:38.309817,2026-03-22 03:24:38.309817
1336528,13F HOLDINGS REPORT,383694136,028-11694,13F-HR,2024-12-31,2025-04-16,2025-04-16 07:43:09,2,1934 Act,25841239,1,46533105,0,,William A Ackman,Authorized Signatory,New York,NY,,9TH FLOOR,787 11TH AVENUE,NY,"Pershing Square Capital Management, L.P.",212-813-3700,NEW YORK,787 11TH AVENUE,DE,,10019.0,NEW YORK,NY,9TH FLOOR,10019.0,1231,,https://www.sec.gov/Archives/edgar/data/1336528/000117266125001497/0001172661-25-001497.txt,2026-03-22 03:24:39.192964,2026-03-22 03:24:39.192964
1167557,13F COMBINATION REPORT,133987414,028-10120,13F-HR,2023-12-31,2024-02-14,2024-02-14 16:10:10,2,1934 Act,24638122,4274,53127589084,4,0.0,Henry Parkin,Authorized Signatory,Greenwich,CT,,SUITE 130,ONE GREENWICH PLAZA,CT,AQR CAPITAL MANAGEMENT LLC,203-742-3600,GREENWICH,ONE GREENWICH PLAZA,DE,,6830.0,GREENWICH,CT,SUITE 130,6830.0,1231,,https://www.sec.gov/Archives/edgar/data/1167557/000108514624001456/0001085146-24-001456.txt,2026-03-22 03:24:42.778543,2026-03-22 03:24:42.778543
1167557,13F COMBINATION REPORT,133987414,028-10120,13F-HR,2024-03-31,2024-05-15,2024-05-15 16:04:17,2,1934 Act,24950256,5962,58730562142,5,0.0,Henry Parkin,Authorized Signatory,Greenwich,CT,,SUITE 130,ONE GREENWICH PLAZA,CT,AQR CAPITAL MANAGEMENT LLC,203-742-3600,GREENWICH,ONE GREENWICH PLAZA,DE,,6830.0,GREENWICH,CT,SUITE 130,6830.0,1231,,https://www.sec.gov/Archives/edgar/data/1167557/000108514624002596/0001085146-24-002596.txt,2026-03-22 03:24:43.838684,2026-03-22 03:24:43.838684
1167557,13F COMBINATION REPORT,133987414,028-10120,13F-HR,2024-06-30,2024-08-14,2024-08-14 16:25:32,2,1934 Act,241208427,6964,65239904583,6,0.0,Henry Parkin,Authorized Signatory,Greenwich,CT,,SUITE 130,ONE GREENWICH PLAZA,CT,AQR CAPITAL MANAGEMENT LLC,203-742-3600,GREENWICH,ONE GREENWICH PLAZA,DE,,6830.0,GREENWICH,CT,SUITE 130,6830.0,1231,,https://www.sec.gov/Archives/edgar/data/1167557/000108514624004009/0001085146-24-004009.txt,2026-03-22 03:24:44.990594,2026-03-22 03:24:44.990594
1167557,13F COMBINATION REPORT,133987414,028-10120,13F-HR,2024-12-31,2025-02-14,2025-02-14 16:37:12,2,1934 Act,25629952,8973,77626306690,7,0.0,Henry Parkin,Authorized Signatory,Greenwich,CT,,SUITE 130,ONE GREENWICH PLAZA,CT,AQR CAPITAL MANAGEMENT LLC,203-742-3600,GREENWICH,ONE GREENWICH PLAZA,DE,,6830.0,GREENWICH,CT,SUITE 130,6830.0,1231,,https://www.sec.gov/Archives/edgar/data/1167557/000108514625001702/0001085146-25-001702.txt,2026-03-22 03:24:46.220692,2026-03-22 03:24:46.220692
1167557,13F COMBINATION REPORT,133987414,028-10120,13F-HR,2024-09-30,2024-11-14,2024-11-14 16:20:00,2,1934 Act,241462744,7191,72440303948,6,0.0,Henry Parkin,Authorized Signatory,Greenwich,CT,,SUITE 130,ONE GREENWICH PLAZA,CT,AQR CAPITAL MANAGEMENT LLC,203-742-3600,GREENWICH,ONE GREENWICH PLAZA,DE,,6830.0,GREENWICH,CT,SUITE 130,6830.0,1231,,https://www.sec.gov/Archives/edgar/data/1167557/000108514624005943/0001085146-24-005943.txt,2026-03-22 03:24:47.571357,2026-03-22 03:24:47.571357
1167557,13F COMBINATION REPORT,133987414,028-10120,13F-HR,2025-06-30,2025-08-14,2025-08-14 16:23:54,2,1934 Act,251219696,13746,120883773328,9,0.0,Henry Parkin,Authorized Signatory,Greenwich,CT,,SUITE 130,ONE GREENWICH PLAZA,CT,AQR CAPITAL MANAGEMENT LLC,203-742-3600,GREENWICH,ONE GREENWICH PLAZA,DE,,6830.0,GREENWICH,CT,SUITE 130,6830.0,1231,,https://www.sec.gov/Archives/edgar/data/1167557/000108514625005295/0001085146-25-005295.txt,2026-03-22 03:24:48.871283,2026-03-22 03:24:48.871283
1167557,13F COMBINATION REPORT,133987414,028-10120,13F-HR,2025-03-31,2025-05-15,2025-05-15 16:11:08,2,1934 Act,25953085,13314,97069812583,8,0.0,Henry Parkin,Authorized Signatory,Greenwich,CT,,SUITE 130,ONE GREENWICH PLAZA,CT,AQR CAPITAL MANAGEMENT LLC,203-742-3600,GREENWICH,ONE GREENWICH PLAZA,DE,,6830.0,GREENWICH,CT,SUITE 130,6830.0,1231,,https://www.sec.gov/Archives/edgar/data/1167557/000108514625003311/0001085146-25-003311.txt,2026-03-22 03:24:50.545913,2026-03-22 03:24:50.545913
1167557,13F COMBINATION REPORT,133987414,028-10120,13F-HR,2025-09-30,2025-11-14,2025-11-14 16:42:41,2,1934 Act,251487528,14495,155999470288,9,0.0,Henry Parkin,Authorized Signatory,Greenwich,CT,,SUITE 130,ONE GREENWICH PLAZA,CT,AQR CAPITAL MANAGEMENT LLC,203-742-3600,GREENWICH,ONE GREENWICH PLAZA,DE,,6830.0,GREENWICH,CT,SUITE 130,6830.0,1231,,https://www.sec.gov/Archives/edgar/data/1167557/000116755725000065/0001167557-25-000065.txt,2026-03-22 03:24:52.257699,2026-03-22 03:24:52.257699
1179392,13F HOLDINGS REPORT,134181471,028-10385,13F-HR,2024-06-30,2024-08-14,2024-08-14 12:04:16,2,1934 Act,241205682,2989,43901317697,7,,Steve H. Metzger,"Managing Director, Co-General Counsel",New York,NY,,16TH FLOOR,100 AVENUE OF THE AMERICAS,NY,"TWO SIGMA INVESTMENTS, LP",(212) 625-5700,NEW YORK,100 AVENUE OF THE AMERICAS,,TWO SIGMA INVESTMENTS LLC,10013.0,NEW YORK,NY,16TH FLOOR,10013.0,1231,,https://www.sec.gov/Archives/edgar/data/1179392/000091957424004663/0000919574-24-004663.txt,2026-03-22 03:24:57.175539,2026-03-22 03:24:57.175539
1179392,13F HOLDINGS REPORT,134181471,028-10385,13F-HR,2024-03-31,2024-05-15,2024-05-15 12:35:02,2,1934 Act,24948716,2986,42610965422,7,,Steve H. Metzger,"Managing Director, Co-General Counsel",New York,NY,,16TH FLOOR,100 AVENUE OF THE AMERICAS,NY,"TWO SIGMA INVESTMENTS, LP",(212) 625-5700,NEW YORK,100 AVENUE OF THE AMERICAS,,TWO SIGMA INVESTMENTS LLC,10013.0,NEW YORK,NY,16TH FLOOR,10013.0,1231,,https://www.sec.gov/Archives/edgar/data/1179392/000091957424003138/0000919574-24-003138.txt,2026-03-22 03:24:58.470468,2026-03-22 03:24:58.470468
1179392,13F HOLDINGS REPORT,134181471,028-10385,13F-HR,2023-12-31,2024-02-14,2024-02-14 14:01:11,2,1934 Act,24635829,3116,43537680602,7,,Steve H. Metzger,"Managing Director, Co-General Counsel",New York,NY,,16TH FLOOR,100 AVENUE OF THE AMERICAS,NY,"TWO SIGMA INVESTMENTS, LP",(212) 625-5700,NEW YORK,100 AVENUE OF THE AMERICAS,,TWO SIGMA INVESTMENTS LLC,10013.0,NEW YORK,NY,16TH FLOOR,10013.0,1231,,https://www.sec.gov/Archives/edgar/data/1179392/000091957424001405/0000919574-24-001405.txt,2026-03-22 03:24:59.751269,2026-03-22 03:24:59.751269
1179392,13F HOLDINGS REPORT,134181471,028-10385,13F-HR,2024-09-30,2024-11-14,2024-11-14 11:08:03,2,1934 Act,241458622,3085,45634123578,7,,Steve H. Metzger,"Managing Director, Co-General Counsel",New York,NY,,16TH FLOOR,100 AVENUE OF THE AMERICAS,NY,"TWO SIGMA INVESTMENTS, LP",(212) 625-5700,NEW YORK,100 AVENUE OF THE AMERICAS,,TWO SIGMA INVESTMENTS LLC,10013.0,NEW YORK,NY,16TH FLOOR,10013.0,1231,,https://www.sec.gov/Archives/edgar/data/1179392/000091957424006611/0000919574-24-006611.txt,2026-03-22 03:25:01.070252,2026-03-22 03:25:01.070252
1179392,13F HOLDINGS REPORT,134181471,028-10385,13F-HR,2024-12-31,2025-02-14,2025-02-14 10:46:37,2,1934 Act,25624723,3161,45853263483,7,,Steve H. Metzger,General Counsel and Chief Compliance Officer,New York,NY,,16TH FLOOR,100 AVENUE OF THE AMERICAS,NY,"TWO SIGMA INVESTMENTS, LP",(212) 625-5700,NEW YORK,100 AVENUE OF THE AMERICAS,,TWO SIGMA INVESTMENTS LLC,10013.0,NEW YORK,NY,16TH FLOOR,10013.0,1231,,https://www.sec.gov/Archives/edgar/data/1179392/000089914025000265/0000899140-25-000265.txt,2026-03-22 03:25:02.393101,2026-03-22 03:25:02.393101
1179392,13F HOLDINGS REPORT,134181471,028-10385,13F-HR,2025-03-31,2025-05-15,2025-05-15 15:16:03,2,1934 Act,25951843,3162,46785866925,7,,Steve H. Metzger,General Counsel and Chief Compliance Officer,New York,NY,,16TH FLOOR,100 AVENUE OF THE AMERICAS,NY,"TWO SIGMA INVESTMENTS, LP",(212) 625-5700,NEW YORK,100 AVENUE OF THE AMERICAS,,TWO SIGMA INVESTMENTS LLC,10013.0,NEW YORK,NY,16TH FLOOR,10013.0,1231,,https://www.sec.gov/Archives/edgar/data/1179392/000089914025000680/0000899140-25-000680.txt,2026-03-22 03:25:03.731058,2026-03-22 03:25:03.731058
1179392,13F HOLDINGS REPORT,134181471,028-10385,13F-HR,2025-09-30,2025-11-14,2025-11-14 09:37:45,2,1934 Act,251481900,3628,67173960693,7,,Steve H. Metzger,General Counsel,New York,NY,,16TH FLOOR,100 AVENUE OF THE AMERICAS,NY,"TWO SIGMA INVESTMENTS, LP",(212) 625-5700,NEW YORK,100 AVENUE OF THE AMERICAS,,TWO SIGMA INVESTMENTS LLC,10013.0,NEW YORK,NY,16TH FLOOR,10013.0,1231,,https://www.sec.gov/Archives/edgar/data/1179392/000089914025001286/0000899140-25-001286.txt,2026-03-22 03:25:05.088595,2026-03-22 03:25:05.088595
1179392,13F HOLDINGS REPORT,134181471,028-10385,13F-HR,2025-06-30,2025-08-14,2025-08-14 11:22:00,2,1934 Act,251215810,3150,56473570273,7,,Steve H. Metzger,General Counsel,New York,NY,,16TH FLOOR,100 AVENUE OF THE AMERICAS,NY,"TWO SIGMA INVESTMENTS, LP",(212) 625-5700,NEW YORK,100 AVENUE OF THE AMERICAS,,TWO SIGMA INVESTMENTS LLC,10013.0,NEW YORK,NY,16TH FLOOR,10013.0,1231,,https://www.sec.gov/Archives/edgar/data/1179392/000089914025000964/0000899140-25-000964.txt,2026-03-22 03:25:06.467702,2026-03-22 03:25:06.467702
1791786,13F HOLDINGS REPORT,0,028-20282,13F-HR,2023-12-31,2024-02-14,2024-02-14 16:05:26,2,1934 Act,24637737,60,18716635401,2,,Paul Singer,President,West Palm Beach,FL,,,"360 S. ROSEMARY AVE, 18TH FLOOR",FL,Elliott Investment Management L.P.,212-974-6000,WEST PALM BEACH,"360 S. ROSEMARY AVE, 18TH FLOOR",DE,,33401.0,WEST PALM BEACH,FL,,33401.0,1231,,https://www.sec.gov/Archives/edgar/data/1791786/000101359424000185/0001013594-24-000185.txt,2026-03-22 03:25:09.464911,2026-03-22 03:25:09.464911
1791786,13F HOLDINGS REPORT,0,028-20282,13F-HR,2024-03-31,2024-05-15,2024-05-15 16:07:21,2,1934 Act,24950528,55,16121624498,2,,Paul Singer,President,West Palm Beach,FL,,,"360 S. ROSEMARY AVE, 18TH FLOOR",FL,Elliott Investment Management L.P.,212-974-6000,WEST PALM BEACH,"360 S. ROSEMARY AVE, 18TH FLOOR",DE,,33401.0,WEST PALM BEACH,FL,,33401.0,1231,,https://www.sec.gov/Archives/edgar/data/1791786/000101359424000480/0001013594-24-000480.txt,2026-03-22 03:25:10.717772,2026-03-22 03:25:10.717772
1791786,13F HOLDINGS REPORT,0,028-20282,13F-HR,2024-09-30,2024-11-14,2024-11-14 16:01:59,2,1934 Act,241461585,59,19307976052,2,,Paul Singer,President,West Palm Beach,FL,,,"360 S. ROSEMARY AVE, 18TH FLOOR",FL,Elliott Investment Management L.P.,212-974-6000,WEST PALM BEACH,"360 S. ROSEMARY AVE, 18TH FLOOR",DE,,33401.0,WEST PALM BEACH,FL,,33401.0,1231,,https://www.sec.gov/Archives/edgar/data/1791786/000101359424000968/0001013594-24-000968.txt,2026-03-22 03:25:11.955962,2026-03-22 03:25:11.955962
1791786,13F HOLDINGS REPORT,0,028-20282,13F-HR,2024-06-30,2024-08-14,2024-08-14 16:16:52,2,1934 Act,241208155,54,17329066246,2,,Paul Singer,President,West Palm Beach,FL,,,"360 S. ROSEMARY AVE, 18TH FLOOR",FL,Elliott Investment Management L.P.,212-974-6000,WEST PALM BEACH,"360 S. ROSEMARY AVE, 18TH FLOOR",DE,,33401.0,WEST PALM BEACH,FL,,33401.0,1231,,https://www.sec.gov/Archives/edgar/data/1791786/000101359424000660/0001013594-24-000660.txt,2026-03-22 03:25:13.189812,2026-03-22 03:25:13.189812
1791786,13F HOLDINGS REPORT,0,028-20282,13F-HR,2024-12-31,2025-02-14,2025-02-14 16:17:25,2,1934 Act,25629100,45,16675826932,2,1.0,Paul Singer,President,West Palm Beach,FL,,,"360 S. ROSEMARY AVE, 18TH FLOOR",FL,Elliott Investment Management L.P.,212-974-6000,WEST PALM BEACH,"360 S. ROSEMARY AVE, 18TH FLOOR",DE,,33401.0,WEST PALM BEACH,FL,,33401.0,1231,,https://www.sec.gov/Archives/edgar/data/1791786/000101359425000294/0001013594-25-000294.txt,2026-03-22 03:25:14.435894,2026-03-22 03:25:14.435894
1791786,13F HOLDINGS REPORT,0,028-20282,13F-HR,2025-03-31,2025-05-15,2025-05-15 16:35:21,2,1934 Act,25954335,41,15156102965,2,,Paul Singer,President,West Palm Beach,FL,,,"360 S. ROSEMARY AVE, 18TH FLOOR",FL,Elliott Investment Management L.P.,212-974-6000,WEST PALM BEACH,"360 S. ROSEMARY AVE, 18TH FLOOR",DE,,33401.0,WEST PALM BEACH,FL,,33401.0,1231,,https://www.sec.gov/Archives/edgar/data/1791786/000101359425000678/0001013594-25-000678.txt,2026-03-22 03:25:15.693819,2026-03-22 03:25:15.693819
1791786,13F HOLDINGS REPORT,0,028-20282,13F-HR,2024-12-31,2025-04-28,2025-04-25 17:38:48,2,1934 Act,25875400,45,16675826932,2,,Paul Singer,President,West Palm Beach,FL,,,"360 S. ROSEMARY AVE, 18TH FLOOR",FL,Elliott Investment Management L.P.,212-974-6000,WEST PALM BEACH,"360 S. ROSEMARY AVE, 18TH FLOOR",DE,,33401.0,WEST PALM BEACH,FL,,33401.0,1231,,https://www.sec.gov/Archives/edgar/data/1791786/000101359425000512/0001013594-25-000512.txt,2026-03-22 03:25:16.924820,2026-03-22 03:25:16.924820
1791786,13F HOLDINGS REPORT,0,028-20282,13F-HR,2025-06-30,2025-08-14,2025-08-14 17:10:18,2,1934 Act,251220901,30,17593419802,2,1.0,Paul Singer,President,West Palm Beach,FL,,,"360 S. ROSEMARY AVE, 18TH FLOOR",FL,Elliott Investment Management L.P.,212-974-6000,WEST PALM BEACH,"360 S. ROSEMARY AVE, 18TH FLOOR",DE,,33401.0,WEST PALM BEACH,FL,,33401.0,1231,,https://www.sec.gov/Archives/edgar/data/1791786/000101359425001045/0001013594-25-001045.txt,2026-03-22 03:25:18.173569,2026-03-22 03:25:18.173569
1791786,13F HOLDINGS REPORT,0,028-20282,13F-HR,2025-09-30,2025-11-14,2025-11-14 17:21:33,2,1934 Act,251488283,35,22721159137,2,,Paul Singer,President,West Palm Beach,FL,,,"360 S. ROSEMARY AVE, 18TH FLOOR",FL,Elliott Investment Management L.P.,212-974-6000,WEST PALM BEACH,"360 S. ROSEMARY AVE, 18TH FLOOR",DE,,33401.0,WEST PALM BEACH,FL,,33401.0,1231,,https://www.sec.gov/Archives/edgar/data/1791786/000101359425001440/0001013594-25-001440.txt,2026-03-22 03:25:19.420629,2026-03-22 03:25:19.420629
1791786,13F HOLDINGS REPORT,0,028-20282,13F-HR,2025-06-30,2025-11-14,2025-11-14 17:24:44,2,1934 Act,251488322,1,528160000,2,,Paul Singer,President,West Palm Beach,FL,,,"360 S. ROSEMARY AVE, 18TH FLOOR",FL,Elliott Investment Management L.P.,212-974-6000,WEST PALM BEACH,"360 S. ROSEMARY AVE, 18TH FLOOR",DE,,33401.0,WEST PALM BEACH,FL,,33401.0,1231,,https://www.sec.gov/Archives/edgar/data/1791786/000101359425001443/0001013594-25-001443.txt,2026-03-22 03:25:20.662109,2026-03-22 03:25:20.662109
1729829,13F HOLDINGS REPORT,0,028-18757,13F-HR,2024-03-31,2024-05-14,2024-05-14 09:02:25,2,1934 Act,24941643,5292,63076372131,0,0.0,Claire Jarrett,Chief Compliance Officer,London,X0,,VICTORIA STREET,9 BRESSENDEN PLACE,,Qube Research & Technologies Ltd,00442070722969,LONDON,9 BRESSENDEN PLACE,X,,,LONDON,,VICTORIA STREET,,1231,,https://www.sec.gov/Archives/edgar/data/1729829/000172982924000009/0001729829-24-000009.txt,2026-03-22 03:25:23.497249,2026-03-22 03:25:23.497249
